Date,User_ID,Location,Text
2020-04-1,cliveculvers,"Lincoln, UK","words express but poetry liberates - https://t.co/3zDTsadGWd
exciting new #poetry free and ready to read
*** acclaimed and well received ***  #poem collection
#mentalhealth #coronavirus #amreading #amwriting #WritingCommunity #poetrycommunity https://t.co/1aTrirTKSz"
2020-04-1,innsaayne,"England, United Kingdom","One in 10 business premises in London has been permanently closed as a result of the #coronavirus #coronavirusuk crisis, new research suggests. https://t.co/v1qpOFYBVX"
2020-04-2,RichardnotatKF,London & Herefordshire,Care homes &amp; #covid19 - yet another reminder there’s much more to de done. https://t.co/2fjyivXvLu
2020-04-2,cshislop,Coventry UK,"👋🏻@JustinTrudeau @Bill_Morneau — no one will be safe from #COVID19 until everyone is safe. Will you invest just 1% of what Canada’s spent so far on the response at home to fund global humanitarian efforts and help provide tests, treatments and vaccines for all? #GlobalGoalUnite"
2020-04-2,cshislop,Coventry UK,"Hi @MarkRutte, @GiuseppeConteIT @EmmanuelMacron @RegSprecher @jensspahn @hugodejonge to end #COVID19, we need to make sure no one is left behind. When negotiating with pharmaceuticals, request from them to reserve the same amount for the poorest countries. #GlobalGoalUnite"
2020-04-2,willlawry,"Eastbourne, England",Words cannot express how much determination this man has! So pleased he's home!! 🏡 @ESHTNHS @ESHT_OOH @SEWB_ESHT #COVID19 @eastbournehe https://t.co/Ten4uwyno6
2020-04-2,matt_shoreditch,"Shoreditch, London",@timpayton Haha! I love travelling. Unfortunately binned a couple of trips already and of course there’s no Tokyo next month. It’s a shame we have such an inept govt who’ve failed in their #COVID19 response.
2020-04-2,LaoTzu5,"England, UK","Solution Dame Judy:  Go to the Cinema

#COVID19 #CoronaVirus #C4News"
2020-04-2,EarthyAndroid,"Glasgow, Scotland",UK to Wed 24/6/20: #COVID19 Cases per 100 Tests (Daily) and Deaths per 100 Cases (Total) #SARSCoV2 #Coronavirus https://t.co/i8UidvAi90
2020-04-2,mitchie66_jones,Teesside,I've wrote a long blog on my lockdown experience #lockdownlottery #blog #COVID19 https://t.co/yBLVvb6dyR
2020-04-2,CHumanEcology,"Glasgow, Scotland",Just kicked off our online conversation with Misak leaders Jeremias Tunubalá Ullune and Liliana Pechene Muelas on the impact of #COVID19 on indigenous communities.
2020-04-2,matt_shoreditch,"Shoreditch, London","So it looks like people are overwhelming reticent at venturing out after lockdown and certainly don’t want to do anything inside. It’s a shame. The govt need to stop the lies, give us a TT&amp;I/App to provide confidence or the economy will never recover  #Covid19UK #COVID19"
2020-04-2,M_YousafAhmad,"London, England","@NadiaBukhariUCL @doctHERs Excellent initiative at educating, informing and discussing the pertinent issues of 🇵🇰 during #COVID19"
2020-04-2,yaitsaravedave,PNW,"Well come July 3 my plane ticket to Ohio (for two) is officially non-refundable, but because @lost_lands still wont announce what's happening I can't really do anything about it

I'm either out two VIP tickets worth of money while broke from #COVID19 or out airfare

@excision?"
2020-04-2,robertk16,Egham,"binti.period https://t.co/V78q6eYsDU
#PeriodsinPandemics
We bleed through natural disasters, exams, war, celebrations and #Covid19. £5 buys an annual supply of pads for one girl. Every girl deserves dignity, period. 
Setup a standing order to help. https://t.co/G7DEjdPD6y"
2020-04-2,RCPath,London ,One patient presented with hypertension and asthma and the other diabetes and asthma #RCPathWebinars #COVID19
2020-04-2,LoneIyStephanie,NY ,"Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay # or Zelle 🏦 (drop all tags in comments) 🥳 https://t.co/Q0viJChz0k"
2020-04-2,LaoTzu5,"England, UK","Solution Dame Judy:  Go to the Cinema

#COVID19 #CoronaVirus #C4News"
2020-04-2,EarthyAndroid,"Glasgow, Scotland",UK to Wed 24/6/20: #COVID19 Cases per 100 Tests (Daily) and Deaths per 100 Cases (Total) #SARSCoV2 #Coronavirus https://t.co/i8UidvAi90
2020-04-2,SportingExcite,UK,NBA star Nikola Jokic tests positive for coronavirus… days after embracing Novak Djokovic  📝 ✳️ 🏀 #coronavirus #tennistournament https://t.co/9n6wkfNboI
2020-04-2,thurrockcouncil,Thurrock,"There's #coronavirus financial support available if you need it during this time including: 

• Universal Credit
• Local Council Tax Support
•  Employment Support Allowance
• Statutory Sick Pay 

For more information, visit: https://t.co/6OiacX4DR0 #StayAlert https://t.co/xAZnxNSX7N"
2020-04-2,Outside_Margina,UK,"Perhaps this is an opportunity for #Darwinism to finally strike back
and eradicate those who believe that singing and drinking in a crowded pub is more important than the health of fellow citizens?
Let's eradicate #coronavirus before it mutates!
#c4news #skynews #itvnews #bbcnews https://t.co/04XTjbSTLj"
2020-04-2,InverclydeOL,Inverclyde,"If you need assistance with accessing provisions, support and advice during the #coronavirus outbreak please call 01475 715275 between 9am - 7pm, Monday - Saturday.

#InverclydeCares #Inverclyde #Scotland #OurInverclyde #ourcommunity #StaySafe https://t.co/g2NTifOhWI"
2020-04-2,kind_but_bolshy,"Norfolk, England","Downsized? 
If you have a place to store items for a while, it makes sense to keep them for the moment.  In particular, out of season items which would be less saleable just now.
#coronavirus

Lockdown wardrobe clear-outs threaten to flood charity shops https://t.co/iPhTouxaCk"
2020-04-2,railadvent,United Kingdom,The North Norfolk Railway has announced that they will begin running passenger trains from Wednesday 8th of July 2020. https://t.co/Afh5jRXcoV #trainspotting #railway #news #train #rail #steam #steamtrain #norfolk #heritage #coronavirus
2020-04-2,LoneIyStephanie,NY ,"Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay # or Zelle 🏦 (drop all tags in comments) 🥳 https://t.co/Q0viJChz0k"
2020-04-2,GWestCBayCC,Inverclyde,"If you need assistance with accessing provisions, support and advice during the #coronavirus outbreak please call 01475 715275 between 9am - 7pm, Monday - Saturday.

#InverclydeCares #Greenock #Gourock #Inverclyde #Scotland #OurInverclyde #ourcommunity #StaySafe https://t.co/qWM4Q8fwD2 https://t.co/OvVJXBVPne"
2020-04-2,sidblues101,"Leeds, England","Kyrgios is a prick but he was spot on about Djokovic et al. and the Adria Tour. Bone headed, irresponsible, stupidity. If anybody who got infected dies he should be held accountable. #tennis #coronavirus https://t.co/yGcyOpHw8Y"
2020-04-2,LockdownNo,UK,"Media is keen to paint Brazil as a hellzone disaster because its President wouldn't support #lockdown (@business )

But, compare it to 2 far smaller, richer countries that employed brutal techniques from the beginning.

#lockdownfailed #COVID19 #Covid_19 #COVIDIOTS #coronavirus https://t.co/tyg1O3dEId"
2020-04-2,BrainLife2,"Swansea, Wales",KFC are fooling this sneaky #coronavirus ... these giant bags are used even if you have a small fries. This way #COVID19 gets confused and thinks theres 6 people inside signalling a 'bubble' environment... therefore its pointless trying to infect the contents: https://t.co/H2t6HbvgbH
2020-04-2,cliveculvers,"Lincoln, UK","words express but poetry liberates - https://t.co/3zDTsadGWd
exciting new #poetry free and ready to read
*** acclaimed and well received ***  #poem collection
#mentalhealth #coronavirus #amreading #amwriting #WritingCommunity #poetrycommunity https://t.co/1aTrirTKSz"
2020-04-2,innsaayne,"England, United Kingdom","One in 10 business premises in London has been permanently closed as a result of the #coronavirus #coronavirusuk crisis, new research suggests. https://t.co/v1qpOFYBVX"
2020-04-3,RichardnotatKF,London & Herefordshire,Care homes &amp; #covid19 - yet another reminder there’s much more to de done. https://t.co/2fjyivXvLu
2020-04-3,cshislop,Coventry UK,"👋🏻@JustinTrudeau @Bill_Morneau — no one will be safe from #COVID19 until everyone is safe. Will you invest just 1% of what Canada’s spent so far on the response at home to fund global humanitarian efforts and help provide tests, treatments and vaccines for all? #GlobalGoalUnite"
2020-04-3,cshislop,Coventry UK,"Hi @MarkRutte, @GiuseppeConteIT @EmmanuelMacron @RegSprecher @jensspahn @hugodejonge to end #COVID19, we need to make sure no one is left behind. When negotiating with pharmaceuticals, request from them to reserve the same amount for the poorest countries. #GlobalGoalUnite"
2020-04-3,willlawry,"Eastbourne, England",Words cannot express how much determination this man has! So pleased he's home!! 🏡 @ESHTNHS @ESHT_OOH @SEWB_ESHT #COVID19 @eastbournehe https://t.co/Ten4uwyno6
2020-04-3,matt_shoreditch,"Shoreditch, London",@timpayton Haha! I love travelling. Unfortunately binned a couple of trips already and of course there’s no Tokyo next month. It’s a shame we have such an inept govt who’ve failed in their #COVID19 response.
2020-04-3,LaoTzu5,"England, UK","Solution Dame Judy:  Go to the Cinema

#COVID19 #CoronaVirus #C4News"
2020-04-3,EarthyAndroid,"Glasgow, Scotland",UK to Wed 24/6/20: #COVID19 Cases per 100 Tests (Daily) and Deaths per 100 Cases (Total) #SARSCoV2 #Coronavirus https://t.co/i8UidvAi90
2020-04-3,mitchie66_jones,Teesside,I've wrote a long blog on my lockdown experience #lockdownlottery #blog #COVID19 https://t.co/yBLVvb6dyR
2020-04-3,CHumanEcology,"Glasgow, Scotland",Just kicked off our online conversation with Misak leaders Jeremias Tunubalá Ullune and Liliana Pechene Muelas on the impact of #COVID19 on indigenous communities.
2020-04-3,matt_shoreditch,"Shoreditch, London","So it looks like people are overwhelming reticent at venturing out after lockdown and certainly don’t want to do anything inside. It’s a shame. The govt need to stop the lies, give us a TT&amp;I/App to provide confidence or the economy will never recover  #Covid19UK #COVID19"
2020-04-3,M_YousafAhmad,"London, England","@NadiaBukhariUCL @doctHERs Excellent initiative at educating, informing and discussing the pertinent issues of 🇵🇰 during #COVID19"
2020-04-3,yaitsaravedave,PNW,"Well come July 3 my plane ticket to Ohio (for two) is officially non-refundable, but because @lost_lands still wont announce what's happening I can't really do anything about it

I'm either out two VIP tickets worth of money while broke from #COVID19 or out airfare

@excision?"
2020-04-3,robertk16,Egham,"binti.period https://t.co/V78q6eYsDU
#PeriodsinPandemics
We bleed through natural disasters, exams, war, celebrations and #Covid19. £5 buys an annual supply of pads for one girl. Every girl deserves dignity, period. 
Setup a standing order to help. https://t.co/G7DEjdPD6y"
2020-04-3,RCPath,London ,One patient presented with hypertension and asthma and the other diabetes and asthma #RCPathWebinars #COVID19
2020-04-3,LoneIyStephanie,NY ,"Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay # or Zelle 🏦 (drop all tags in comments) 🥳 https://t.co/Q0viJChz0k"
2020-04-3,LaoTzu5,"England, UK","Solution Dame Judy:  Go to the Cinema

#COVID19 #CoronaVirus #C4News"
2020-04-3,EarthyAndroid,"Glasgow, Scotland",UK to Wed 24/6/20: #COVID19 Cases per 100 Tests (Daily) and Deaths per 100 Cases (Total) #SARSCoV2 #Coronavirus https://t.co/i8UidvAi90
2020-04-3,SportingExcite,UK,NBA star Nikola Jokic tests positive for coronavirus… days after embracing Novak Djokovic  📝 ✳️ 🏀 #coronavirus #tennistournament https://t.co/9n6wkfNboI
2020-04-3,thurrockcouncil,Thurrock,"There's #coronavirus financial support available if you need it during this time including: 

• Universal Credit
• Local Council Tax Support
•  Employment Support Allowance
• Statutory Sick Pay 

For more information, visit: https://t.co/6OiacX4DR0 #StayAlert https://t.co/xAZnxNSX7N"
2020-04-3,Outside_Margina,UK,"Perhaps this is an opportunity for #Darwinism to finally strike back
and eradicate those who believe that singing and drinking in a crowded pub is more important than the health of fellow citizens?
Let's eradicate #coronavirus before it mutates!
#c4news #skynews #itvnews #bbcnews https://t.co/04XTjbSTLj"
2020-04-3,InverclydeOL,Inverclyde,"If you need assistance with accessing provisions, support and advice during the #coronavirus outbreak please call 01475 715275 between 9am - 7pm, Monday - Saturday.

#InverclydeCares #Inverclyde #Scotland #OurInverclyde #ourcommunity #StaySafe https://t.co/g2NTifOhWI"
2020-04-3,kind_but_bolshy,"Norfolk, England","Downsized? 
If you have a place to store items for a while, it makes sense to keep them for the moment.  In particular, out of season items which would be less saleable just now.
#coronavirus

Lockdown wardrobe clear-outs threaten to flood charity shops https://t.co/iPhTouxaCk"
2020-04-3,railadvent,United Kingdom,The North Norfolk Railway has announced that they will begin running passenger trains from Wednesday 8th of July 2020. https://t.co/Afh5jRXcoV #trainspotting #railway #news #train #rail #steam #steamtrain #norfolk #heritage #coronavirus
2020-04-3,LoneIyStephanie,NY ,"Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay # or Zelle 🏦 (drop all tags in comments) 🥳 https://t.co/Q0viJChz0k"
2020-04-3,GWestCBayCC,Inverclyde,"If you need assistance with accessing provisions, support and advice during the #coronavirus outbreak please call 01475 715275 between 9am - 7pm, Monday - Saturday.

#InverclydeCares #Greenock #Gourock #Inverclyde #Scotland #OurInverclyde #ourcommunity #StaySafe https://t.co/qWM4Q8fwD2 https://t.co/OvVJXBVPne"
2020-04-3,sidblues101,"Leeds, England","Kyrgios is a prick but he was spot on about Djokovic et al. and the Adria Tour. Bone headed, irresponsible, stupidity. If anybody who got infected dies he should be held accountable. #tennis #coronavirus https://t.co/yGcyOpHw8Y"
2020-04-3,LockdownNo,UK,"Media is keen to paint Brazil as a hellzone disaster because its President wouldn't support #lockdown (@business )

But, compare it to 2 far smaller, richer countries that employed brutal techniques from the beginning.

#lockdownfailed #COVID19 #Covid_19 #COVIDIOTS #coronavirus https://t.co/tyg1O3dEId"
2020-04-3,BrainLife2,"Swansea, Wales",KFC are fooling this sneaky #coronavirus ... these giant bags are used even if you have a small fries. This way #COVID19 gets confused and thinks theres 6 people inside signalling a 'bubble' environment... therefore its pointless trying to infect the contents: https://t.co/H2t6HbvgbH
2020-04-3,cliveculvers,"Lincoln, UK","words express but poetry liberates - https://t.co/3zDTsadGWd
exciting new #poetry free and ready to read
*** acclaimed and well received ***  #poem collection
#mentalhealth #coronavirus #amreading #amwriting #WritingCommunity #poetrycommunity https://t.co/1aTrirTKSz"
2020-04-3,innsaayne,"England, United Kingdom","One in 10 business premises in London has been permanently closed as a result of the #coronavirus #coronavirusuk crisis, new research suggests. https://t.co/v1qpOFYBVX"
2020-04-4,datavisualisat1,UK,"The 11 countries (&gt;1,000 deaths already) currently suffering the most from #covid19. Daily deaths and daily reported cases still increasing - worse is yet to come before their peak...and after. (7 day averaged data). #coronavirus #FlattenTheCurve https://t.co/trHsCcHYQ4"
2020-04-4,Pandas_uk,UK,"Remember what ever your brain is telling you, you matter &amp; you are always worthy 💜
#mindfullness
#loveyourself
#Selfcare
#YouMatter

Our helpline 11am-10pm Daily - 08081961776 📞

#COVID19  #Parenting #support #mumlife #Dadlife #PNA #PND #MentalHealthMatters #PNIMH https://t.co/7szAnyoxxX"
2020-04-4,AliceGD89,Bournemouth,"Forget BoJo, Trump &amp; Cummings - the real villains of the last 4 months are @nickjfrost and @simonpegg for setting unrealistic expectations that when the apocalypse comes we can ALL GO TO THE PUB. Thank goodness it’s nearly blown over #thewinchester #covid19 #coviduk"
2020-04-4,JWilliamsRun,"Manchester, England","In a nutshell 👇👇

“Most injuries occur from too much done too fast .....after too little is done for too long”

Spot on 👌@scotmorrsn 

Have seen even more of this in clinic  than usual since #covid19 #lockdown #runners https://t.co/HbMKVSBUsn"
2020-04-4,RichardnotatKF,London & Herefordshire,Care homes &amp; #covid19 - yet another reminder there’s much more to de done. https://t.co/2fjyivXvLu
2020-04-4,cshislop,Coventry UK,"👋🏻@JustinTrudeau @Bill_Morneau — no one will be safe from #COVID19 until everyone is safe. Will you invest just 1% of what Canada’s spent so far on the response at home to fund global humanitarian efforts and help provide tests, treatments and vaccines for all? #GlobalGoalUnite"
2020-04-4,cshislop,Coventry UK,"Hi @MarkRutte, @GiuseppeConteIT @EmmanuelMacron @RegSprecher @jensspahn @hugodejonge to end #COVID19, we need to make sure no one is left behind. When negotiating with pharmaceuticals, request from them to reserve the same amount for the poorest countries. #GlobalGoalUnite"
2020-04-4,willlawry,"Eastbourne, England",Words cannot express how much determination this man has! So pleased he's home!! 🏡 @ESHTNHS @ESHT_OOH @SEWB_ESHT #COVID19 @eastbournehe https://t.co/Ten4uwyno6
2020-04-4,matt_shoreditch,"Shoreditch, London",@timpayton Haha! I love travelling. Unfortunately binned a couple of trips already and of course there’s no Tokyo next month. It’s a shame we have such an inept govt who’ve failed in their #COVID19 response.
2020-04-4,LaoTzu5,"England, UK","Solution Dame Judy:  Go to the Cinema

#COVID19 #CoronaVirus #C4News"
2020-04-4,EarthyAndroid,"Glasgow, Scotland",UK to Wed 24/6/20: #COVID19 Cases per 100 Tests (Daily) and Deaths per 100 Cases (Total) #SARSCoV2 #Coronavirus https://t.co/i8UidvAi90
2020-04-4,mitchie66_jones,Teesside,I've wrote a long blog on my lockdown experience #lockdownlottery #blog #COVID19 https://t.co/yBLVvb6dyR
2020-04-4,CHumanEcology,"Glasgow, Scotland",Just kicked off our online conversation with Misak leaders Jeremias Tunubalá Ullune and Liliana Pechene Muelas on the impact of #COVID19 on indigenous communities.
2020-04-4,matt_shoreditch,"Shoreditch, London","So it looks like people are overwhelming reticent at venturing out after lockdown and certainly don’t want to do anything inside. It’s a shame. The govt need to stop the lies, give us a TT&amp;I/App to provide confidence or the economy will never recover  #Covid19UK #COVID19"
2020-04-4,M_YousafAhmad,"London, England","@NadiaBukhariUCL @doctHERs Excellent initiative at educating, informing and discussing the pertinent issues of 🇵🇰 during #COVID19"
2020-04-4,datavisualisat1,UK,"The 11 countries (&gt;1,000 deaths already) currently suffering the most from #covid19. Daily deaths and daily reported cases still increasing - worse is yet to come before their peak...and after. (7 day averaged data). #coronavirus #FlattenTheCurve https://t.co/trHsCcHYQ4"
2020-04-4,LaoTzu5,"England, UK","Solution Dame Judy:  Go to the Cinema

#COVID19 #CoronaVirus #C4News"
2020-04-4,EarthyAndroid,"Glasgow, Scotland",UK to Wed 24/6/20: #COVID19 Cases per 100 Tests (Daily) and Deaths per 100 Cases (Total) #SARSCoV2 #Coronavirus https://t.co/i8UidvAi90
2020-04-4,SportingExcite,UK,NBA star Nikola Jokic tests positive for coronavirus… days after embracing Novak Djokovic  📝 ✳️ 🏀 #coronavirus #tennistournament https://t.co/9n6wkfNboI
2020-04-4,thurrockcouncil,Thurrock,"There's #coronavirus financial support available if you need it during this time including: 

• Universal Credit
• Local Council Tax Support
•  Employment Support Allowance
• Statutory Sick Pay 

For more information, visit: https://t.co/6OiacX4DR0 #StayAlert https://t.co/xAZnxNSX7N"
2020-04-4,Outside_Margina,UK,"Perhaps this is an opportunity for #Darwinism to finally strike back
and eradicate those who believe that singing and drinking in a crowded pub is more important than the health of fellow citizens?
Let's eradicate #coronavirus before it mutates!
#c4news #skynews #itvnews #bbcnews https://t.co/04XTjbSTLj"
2020-04-4,InverclydeOL,Inverclyde,"If you need assistance with accessing provisions, support and advice during the #coronavirus outbreak please call 01475 715275 between 9am - 7pm, Monday - Saturday.

#InverclydeCares #Inverclyde #Scotland #OurInverclyde #ourcommunity #StaySafe https://t.co/g2NTifOhWI"
2020-04-4,kind_but_bolshy,"Norfolk, England","Downsized? 
If you have a place to store items for a while, it makes sense to keep them for the moment.  In particular, out of season items which would be less saleable just now.
#coronavirus

Lockdown wardrobe clear-outs threaten to flood charity shops https://t.co/iPhTouxaCk"
2020-04-4,railadvent,United Kingdom,The North Norfolk Railway has announced that they will begin running passenger trains from Wednesday 8th of July 2020. https://t.co/Afh5jRXcoV #trainspotting #railway #news #train #rail #steam #steamtrain #norfolk #heritage #coronavirus
2020-04-4,LoneIyStephanie,NY ,"Due to #COVID19 aka #Coronavirus Ill be sending the first 700 people to like &amp; retweet this $300 -$1500 through CashApp, Apple Pay # or Zelle 🏦 (drop all tags in comments) 🥳 https://t.co/Q0viJChz0k"
2020-04-4,GWestCBayCC,Inverclyde,"If you need assistance with accessing provisions, support and advice during the #coronavirus outbreak please call 01475 715275 between 9am - 7pm, Monday - Saturday.

#InverclydeCares #Greenock #Gourock #Inverclyde #Scotland #OurInverclyde #ourcommunity #StaySafe https://t.co/qWM4Q8fwD2 https://t.co/OvVJXBVPne"
2020-04-4,sidblues101,"Leeds, England","Kyrgios is a prick but he was spot on about Djokovic et al. and the Adria Tour. Bone headed, irresponsible, stupidity. If anybody who got infected dies he should be held accountable. #tennis #coronavirus https://t.co/yGcyOpHw8Y"
2020-04-4,LockdownNo,UK,"Media is keen to paint Brazil as a hellzone disaster because its President wouldn't support #lockdown (@business )

But, compare it to 2 far smaller, richer countries that employed brutal techniques from the beginning.

#lockdownfailed #COVID19 #Covid_19 #COVIDIOTS #coronavirus https://t.co/tyg1O3dEId"
2020-04-4,BrainLife2,"Swansea, Wales",KFC are fooling this sneaky #coronavirus ... these giant bags are used even if you have a small fries. This way #COVID19 gets confused and thinks theres 6 people inside signalling a 'bubble' environment... therefore its pointless trying to infect the contents: https://t.co/H2t6HbvgbH
2020-04-4,cliveculvers,"Lincoln, UK","words express but poetry liberates - https://t.co/3zDTsadGWd
exciting new #poetry free and ready to read
*** acclaimed and well received ***  #poem collection
#mentalhealth #coronavirus #amreading #amwriting #WritingCommunity #poetrycommunity https://t.co/1aTrirTKSz"
2020-04-5,TherealGerRyan,"Dublin City, Ireland",And make sure you know if the hospital is actually safe for a non covid patient. How you find that out is a mystery....  #COVID19 https://t.co/n3b5kL3vME
2020-04-5,RCPath,London ,Now a presentation of a German study of six postmortems of patients who died of #COVID19 #RCPathWebinar
2020-04-5,bradford_pathol,"Yorkshire, England, UK","@Seb_Brandner discussing #neuropathology findings in #COVID19
- Hypoxic changes
- cerebral infarction (incl. watershed infarcts)
- encephalitis - ? cytokine mediated
- CNS inflammation - accumulation of lymphocytes, macrophages

@RCPath COVID19 Seminars"
